! Arcs (come matrice bidimensionale, in cui l'elemento 1 è l'origine e l'elemento 2 è la destinaione dell'arco)
ARCS: 
[
(1	1)	1	2
(2	1)	2	3
(3	1)	3	4
(4	1)	4	5
(5	1)	5	6
(6	1)	6	7
(7	1)	7	8
(8	1)	8	9
(9	1)	9	10
(10	1)	10	11
(11	1)	11	12
(12	1)	12	13
(13	1)	13	14
(14	1)	14	15
(15	1)	15	16
(16	1)	16	1
]

!Matrice dei minimi percorsi(in termini di numero di archi).Il generico elemento(i, j) conta il numero di link tra origine e destinazione), sempre considerando la rete non orientata
P:
[
0	1	2	3	4	5	6	7	8	7	6	5	4	3	2	1	
1	0	1	2	3	4	5	6	7	8	7	6	5	4	3	2	
2	1	0	1	2	3	4	5	6	7	8	7	6	5	4	3	
3	2	1	0	1	2	3	4	5	6	7	8	7	6	5	4	
4	3	2	1	0	1	2	3	4	5	6	7	8	7	6	5	
5	4	3	2	1	0	1	2	3	4	5	6	7	8	7	6	
6	5	4	3	2	1	0	1	2	3	4	5	6	7	8	7	
7	6	5	4	3	2	1	0	1	2	3	4	5	6	7	8	
8	7	6	5	4	3	2	1	0	1	2	3	4	5	6	7	
7	8	7	6	5	4	3	2	1	0	1	2	3	4	5	6	
6	7	8	7	6	5	4	3	2	1	0	1	2	3	4	5	
5	6	7	8	7	6	5	4	3	2	1	0	1	2	3	4	
4	5	6	7	8	7	6	5	4	3	2	1	0	1	2	3	
3	4	5	6	7	8	7	6	5	4	3	2	1	0	1	2	
2	3	4	5	6	7	8	7	6	5	4	3	2	1	0	1	
1	2	3	4	5	6	7	8	7	6	5	4	3	2	1	0	
]

!Percorsi o - d.Matrice dei nodi che compongono il percorso.Se un percorso ha 3 nodi e un altro ha 5 nodi, gli ultimi due elementi del primo caso devono essere tutti 0. Il format deve essere quello di seguito(a b c)....., dove a è origine del percorso, b è la destinazione e c identifica il primo elemento della matrice NODEPATH.NODEPATH:[
(1	1	1)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(1	2	1)	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(1	3	1)	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
(1	4	1)	1	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	
(1	5	1)	1	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	
(1	6	1)	1	2	3	4	5	6	0	0	0	0	0	0	0	0	0	0	
(1	7	1)	1	2	3	4	5	6	7	0	0	0	0	0	0	0	0	0	
(1	8	1)	1	2	3	4	5	6	7	8	0	0	0	0	0	0	0	0	
(1	9	1)	1	2	3	4	5	6	7	8	9	0	0	0	0	0	0	0	
(1	10	1)	1	16	15	14	13	12	11	10	0	0	0	0	0	0	0	0	
(1	11	1)	1	16	15	14	13	12	11	0	0	0	0	0	0	0	0	0	
(1	12	1)	1	16	15	14	13	12	0	0	0	0	0	0	0	0	0	0	
(1	13	1)	1	16	15	14	13	0	0	0	0	0	0	0	0	0	0	0	
(1	14	1)	1	16	15	14	0	0	0	0	0	0	0	0	0	0	0	0	
(1	15	1)	1	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	
(1	16	1)	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(2	1	1)	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(2	2	1)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(2	3	1)	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(2	4	1)	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
(2	5	1)	2	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	
(2	6	1)	2	3	4	5	6	0	0	0	0	0	0	0	0	0	0	0	
(2	7	1)	2	3	4	5	6	7	0	0	0	0	0	0	0	0	0	0	
(2	8	1)	2	3	4	5	6	7	8	0	0	0	0	0	0	0	0	0	
(2	9	1)	2	3	4	5	6	7	8	9	0	0	0	0	0	0	0	0	
(2	10	1)	2	3	4	5	6	7	8	9	10	0	0	0	0	0	0	0	
(2	11	1)	2	1	16	15	14	13	12	11	0	0	0	0	0	0	0	0	
(2	12	1)	2	1	16	15	14	13	12	0	0	0	0	0	0	0	0	0	
(2	13	1)	2	1	16	15	14	13	0	0	0	0	0	0	0	0	0	0	
(2	14	1)	2	1	16	15	14	0	0	0	0	0	0	0	0	0	0	0	
(2	15	1)	2	1	16	15	0	0	0	0	0	0	0	0	0	0	0	0	
(2	16	1)	2	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	
(3	1	1)	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
(3	2	1)	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(3	3	1)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(3	4	1)	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(3	5	1)	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
(3	6	1)	3	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	
(3	7	1)	3	4	5	6	7	0	0	0	0	0	0	0	0	0	0	0	
(3	8	1)	3	4	5	6	7	8	0	0	0	0	0	0	0	0	0	0	
(3	9	1)	3	4	5	6	7	8	9	0	0	0	0	0	0	0	0	0	
(3	10	1)	3	4	5	6	7	8	9	10	0	0	0	0	0	0	0	0	
(3	11	1)	3	4	5	6	7	8	9	10	11	0	0	0	0	0	0	0	
(3	12	1)	3	2	1	16	15	14	13	12	0	0	0	0	0	0	0	0	
(3	13	1)	3	2	1	16	15	14	13	0	0	0	0	0	0	0	0	0	
(3	14	1)	3	2	1	16	15	14	0	0	0	0	0	0	0	0	0	0	
(3	15	1)	3	2	1	16	15	0	0	0	0	0	0	0	0	0	0	0	
(3	16	1)	3	2	1	16	0	0	0	0	0	0	0	0	0	0	0	0	
(4	1	1)	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	
(4	2	1)	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
(4	3	1)	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(4	4	1)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(4	5	1)	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(4	6	1)	4	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
(4	7	1)	4	5	6	7	0	0	0	0	0	0	0	0	0	0	0	0	
(4	8	1)	4	5	6	7	8	0	0	0	0	0	0	0	0	0	0	0	
(4	9	1)	4	5	6	7	8	9	0	0	0	0	0	0	0	0	0	0	
(4	10	1)	4	5	6	7	8	9	10	0	0	0	0	0	0	0	0	0	
(4	11	1)	4	5	6	7	8	9	10	11	0	0	0	0	0	0	0	0	
(4	12	1)	4	5	6	7	8	9	10	11	12	0	0	0	0	0	0	0	
(4	13	1)	4	3	2	1	16	15	14	13	0	0	0	0	0	0	0	0	
(4	14	1)	4	3	2	1	16	15	14	0	0	0	0	0	0	0	0	0	
(4	15	1)	4	3	2	1	16	15	0	0	0	0	0	0	0	0	0	0	
(4	16	1)	4	3	2	1	16	0	0	0	0	0	0	0	0	0	0	0	
(5	1	1)	5	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	
(5	2	1)	5	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	
(5	3	1)	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
(5	4	1)	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(5	5	1)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(5	6	1)	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
(5	7	1)	5	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
(5	8	1)	5	6	7	8	0	0	0	0	0	0	0	0	0	0	0	0	
(5	9	1)	5	6	7	8	9	0	0	0	0	0	0	0	0	0	0	0	
(5	10	1)	5	6	7	8	9	10	0	0	0	0	0	0	0	0	0	0	
(5	11	1)	5	6	7	8	9	10	11	0	0	0	0	0	0	0	0	0	
(5	12	1)	5	6	7	8	9	10	11	12	0	0	0	0	0	0	0	0	
(5	13	1)	5	6	7	8	9	10	11	12	13	0	0	0	0	0	0	0	
(5	14	1)	5	4	3	2	1	16	15	14	0	0	0	0	0	0	0	0	
(5	15	1)	5	4	3	2	1	16	15	0	0	0	0	0	0	0	0	0	
(5	16	1)	5	4	3	2	1	16	0	0	0	0	0	0	0	0	0	0	
(6	1	1)	6	5	4	3	2	1	0	0	0	0	0	0	0	0	0	0	
(6	2	1)	6	5	4	3	2	0	0	0	0	0	0	0	0	0	0	0	
(6	3	1)	6	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	
(6	4	1)	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
(6	5	1)	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
